"","products_sold","product_category","quality","satisfaction","discount","retail_price","perc_physical","market_size"
"997",119881,"health","off_brand",4.5,8,15,69,1184
"998",208338,"other","premium",4.5,15,19,31.8,2184
"999",113119,"food","off_brand",4.3,5,28,72.2,1428
"1000",133159,"health","premium",3.5,7,23,40.1,2802
"1001",71751,"toys","premium",4.1,3,11,23.5,707
"1002",143073,"toys","premium",4.9,2,27,45.2,1095
"1003",81006,"other","premium",4.1,2,24,NA,699
"1004",175903,"food","premium",4.1,0,27,26.6,2257
"1005",248992,"food","premium",4.7,6,1,75.5,2995
"1006",109908,"toys","premium",3.6,2,22,69,1859
"1007",104492,"toys","premium",4.5,0,17,35.3,809
"1008",126196,"health","premium",4.8,5,20,38.8,740
"1009",130653,"toys","off_brand",3.3,9,NA,29.2,2775
"1010",207440,"toys","off_brand",4.7,15,25,92.5,2740
"1011",158941,"food","premium",4.5,5,21,44.4,2029
"1012",175822,"food","premium",2.2,9,13,82.1,2018
"1013",176396,"other","off_brand",4.1,14,34,17.4,2479
"1014",241319,"health","off_brand",4.6,24,15,60.8,2969
"1015",98767,"food","off_brand",3.7,10,11,35.4,1172
"1016",123499,"food","premium",3.7,3,18,19.9,2636
"1017",245655,"health","premium",4.8,13,20,73.2,2975
"1018",138808,"toys","premium",4.6,8,11,48.6,1558
"1019",145120,"food","premium",4.6,5,17,58.4,923
"1020",165874,"toys","off_brand",3.7,7,24,60.5,2887
"1021",103076,"other","off_brand",4,12,17,91,1134
"1022",158552,"food","premium",3.9,5,26,63,2135
"1023",151350,"health","off_brand",4.7,6,NA,82.7,922
"1024",157268,"other","premium",4.4,1,20,NA,1824
"1025",175026,"toys","premium",4.6,4,20,55.5,3349
"1026",126329,"toys","off_brand",4.3,11,12,64.5,996
"1027",108311,"toys","premium",4.2,7,28,34.2,682
"1028",77647,"health","off_brand",3.4,6,10,34.5,1115
"1029",165368,"health","off_brand",3.7,2,17,45.4,4179
"1030",151879,"toys","premium",4.5,7,19,62.2,1729
"1031",152255,"food","off_brand",4.1,21,18,41.9,831
"1032",225054,"health","off_brand",4.6,3,17,37.8,2854
"1033",107652,"health","off_brand",4.3,10,12,18,1042
"1034",146537,"other","premium",4,11,19,65.2,1941
"1035",175404,"toys","premium",4.5,4,20,26.7,3337
"1036",185388,"toys","premium",4.4,7,7,12,2391
"1037",111315,"toys","off_brand",3.7,6,6,37.2,1205
"1038",159135,"health","premium",4.6,9,30,47.6,1146
"1039",115191,"health","off_brand",4.3,3,20,46.2,1237
"1040",128437,"health","premium",4.6,9,12,28.4,1070
"1041",136741,"toys","premium",4.8,4,17,NA,981
"1042",197338,"other","off_brand",4.3,14,21,47.2,2387
"1043",174867,"toys","off_brand",4.1,11,19,10,2914
"1044",187603,"other","off_brand",4.8,7,19,37.5,1234
"1045",95445,"health","off_brand",4.3,6,25,31.2,739
"1046",144578,"health","off_brand",4.2,5,34,62.6,901
"1047",146040,"other","off_brand",4.8,224,11,41.9,873
"1048",180589,"health","premium",4.7,8,9,5.6,2199
"1049",258175,"toys","premium",4.9,8,NA,37.7,3878
"1050",57613,"toys","premium",4.3,13,29,34.6,999
"1051",84358,"health","premium",2.3,8,10,23.1,925
"1052",232565,"health","off_brand",4.8,6,8,70.5,2610
"1053",149223,"health","premium",4.3,7,NA,62.7,2348
"1054",93778,"toys","premium",4.2,13,24,37.2,861
"1055",203190,"health","premium",3.9,4,2,28.6,3279
"1056",213269,"health","premium",4.3,4,39,56.3,2959
"1057",248149,"food",NA,4.4,13,26,69.5,3027
"1058",129200,"other","off_brand",4.3,7,NA,57.9,852
"1059",116389,"health","premium",3.9,5,11,23.8,941
"1060",101960,"other","off_brand",4.5,2,11,30.5,947
"1061",92913,"health","off_brand",4.1,2,10,34.5,975
"1062",155801,"other","off_brand",4.2,7,NA,74.2,2599
"1063",143225,"other","premium",3.8,6,15,NA,2418
"1064",106650,"toys",NA,4.2,3,16,52.8,1846
"1065",54354,"health","premium",3.4,6,NA,38.9,869
"1066",179248,"toys","premium",4.6,8,22,18.5,2685
"1067",164150,"toys","premium",4.6,7,14,49,1907
"1068",228469,"health","premium",4.8,13,10,35,2293
"1069",77434,"toys","off_brand",4.6,2,13,47.8,1209
"1070",117489,"health","off_brand",4.5,6,11,5,1352
"1071",207569,"food","premium",3.7,10,14,34.3,3765
"1072",101331,"toys","off_brand",3.7,9,14,44.1,1210
"1073",162205,"toys","premium",4.9,10,21,39.2,1034
"1074",194167,"toys","premium",4.7,2,15,80.4,2449
"1075",83219,"other","premium",4.3,4,16,45.9,1109
"1076",146681,"health","off_brand",4.8,7,16,77.7,1302
"1077",124538,"toys","premium",3.8,2,26,58,2122
"1078",45240,"health","premium",3.5,9,NA,75.6,1012
"1079",108805,"health","off_brand",3.9,14,24,34.7,1919
"1080",168979,"toys","off_brand",4.7,9,23,66.2,1932
"1081",206964,"health","premium",4.5,6,33,63.6,3293
"1082",58831,"other","premium",3.7,7,28,36.6,1079
"1083",172370,"health","off_brand",4.5,10,32,33,2152
"1084",129396,"toys","off_brand",4.4,11,16,62.9,804
"1085",163613,"health","off_brand",3.9,5,20,71.5,2679
"1086",166849,"health","off_brand",4.4,10,22,26.3,1262
"1087",116914,"health","premium",4.2,22,25,18.8,1135
"1088",149268,"toys","premium",4.2,13,23,94.8,1884
"1089",148040,"food","off_brand",4.5,7,31,86,1110
"1090",94837,"health","off_brand",4,5,24,68.8,2000
"1091",63254,"toys",NA,3.9,6,38,53.2,1191
"1092",140450,"health","off_brand",3.2,27,NA,75.2,1061
"1093",155643,"health","off_brand",4.8,5,27,51,1751
"1094",120707,"health","off_brand",2.5,2,16,49.9,1922
"1095",139723,"toys","premium",4.7,14,18,70.7,1188
"1096",108579,"other","premium",4.6,4,31,59,940
"1097",117435,"health","off_brand",4,4,23,78.3,928
"1098",185698,"food","premium",4.9,2,23,53.5,1645
"1099",155870,"health","off_brand",4.7,13,NA,78.1,946
"1100",268884,"health",NA,4.9,15,NA,30.6,3192
"1101",187398,"health","off_brand",4.5,8,21,47.2,2384
"1102",101781,"health","premium",4.5,14,20,83,1918
"1103",172858,"toys","premium",4.4,12,31,31.6,2428
"1104",179386,"health","off_brand",4.5,8,33,48,2229
"1105",96745,"toys","premium",4.8,14,30,33.3,556
"1106",256613,"toys","off_brand",4.8,8,12,57.4,2997
"1107",264804,"health","off_brand",4.7,13,7,73.4,3310
"1108",133313,"health","off_brand",4.6,4,25,54.5,739
"1109",160080,"health","off_brand",4.7,13,18,62.7,504
"1110",95201,"other","premium",4,10,28,60.9,1461
"1111",109985,"toys","premium",4.6,5,26,16.5,786
"1112",189538,"health","off_brand",4.5,3,9,56.8,2920
"1113",266912,"food","off_brand",4.6,9,14,86,3271
"1114",93852,"health","premium",4.2,3,24,42.3,1056
"1115",153395,"health","premium",3.8,8,24,37.9,2693
"1116",150183,"other","off_brand",4,1,20,61.3,2924
"1117",207595,"toys","off_brand",4.5,9,28,53.3,3003
"1118",209656,"toys","premium",4.9,11,13,41,1894
"1119",115491,"toys","off_brand",4.2,6,32,70.1,2184
"1120",114808,"toys","off_brand",4.5,2,19,80.7,988
"1121",67223,"health","off_brand",3.6,11,22,22.3,811
"1122",121950,"toys","off_brand",4.2,13,17,67.3,2041
"1123",108565,"toys","premium",3.8,1,8,28.1,1612
"1124",188657,"toys","off_brand",4.4,4,10,57.8,2630
"1125",62167,"toys","off_brand",4.1,10,16,50.6,875
"1126",144871,"food","off_brand",4.3,13,18,6.7,1387
"1127",75487,"health","premium",3.3,5,15,55.6,1102
"1128",50182,"health","premium",3.9,2,26,69.4,788
"1129",169013,"health","off_brand",4.6,18,21,NA,1166
"1130",137359,"toys","premium",4.4,12,16,36,1850
"1131",60327,"health",NA,3.8,13,16,65.6,819
"1132",172757,"health","off_brand",4.6,22,16,79.8,951
"1133",160825,"health","off_brand",4.4,13,16,61.5,1083
"1134",112894,"health","premium",4.2,13,10,19.3,1579
"1135",103167,"toys","off_brand",4,13,27,51.1,1231
"1136",89054,"health","off_brand",4,2,10,49.4,899
"1137",81712,"health","premium",3.9,2,NA,33.9,1248
"1138",182349,"health","premium",4.5,12,19,6.2,2403
"1139",142234,"food","premium",4.8,6,19,37.5,1195
"1140",199102,"toys","off_brand",4.6,7,16,77.9,2464
"1141",247475,"food","premium",4.8,9,22,73.6,2463
"1142",152428,"other","off_brand",4.9,3,27,34.9,1313
"1143",212911,"food",NA,4.5,4,12,67.7,2943
"1144",304493,"health","off_brand",4.8,20,3,41.4,3626
"1145",144661,"other","off_brand",4.3,11,12,54.2,2014
"1146",280625,"food","off_brand",4.8,11,15,50.5,3102
"1147",196561,"toys","premium",4.5,11,21,52.4,2652
"1148",258868,"health","off_brand",4.8,11,30,39.2,3287
"1149",129068,"other","off_brand",4.5,14,26,40.1,1100
"1150",239557,"toys","off_brand",4.9,13,29,28.5,2803
"1151",168416,"toys","off_brand",3.9,9,18,42.9,2376
"1152",133576,"other","premium",3.7,11,13,5,2016
"1153",149458,"health","off_brand",4.8,3,15,81.5,977
"1154",174090,"other",NA,4.6,3,21,25.8,1131
"1155",205015,"food","off_brand",4.8,5,15,33.2,1262
"1156",68447,"other","premium",3.5,7,16,27.3,1035
"1157",207955,"health","off_brand",3.8,3,13,5,3790
"1158",56339,"toys","premium",3.2,5,16,39.9,966
"1159",186634,"food","premium",4.5,7,22,52.3,3118
"1160",102050,"other","off_brand",4.4,8,16,5,805
"1161",35413,"health","off_brand",3.7,9,11,57.9,721
"1162",90944,"toys","premium",3.9,21,22,72.1,622
"1163",63708,"health","off_brand",3.6,4,15,30.6,1180
"1164",134760,"toys",NA,3.1,14,9,10.9,1361
"1165",103581,"toys","premium",3.8,6,23,40.8,1736
"1166",297677,"toys","off_brand",4.9,12,13,56,3778
"1167",145214,"health","premium",4.1,3,29,42.3,2637
"1168",96274,"toys","premium",4.1,10,15,63.2,925
"1169",193349,"health","off_brand",4.7,5,21,39.9,1431
"1170",146702,"other",NA,4.3,7,17,40.7,2505
"1171",256844,"food","premium",4.7,9,NA,48.5,2855
"1172",170825,"food","premium",4.3,6,16,24.9,2770
"1173",69756,"toys","premium",4.2,7,16,64.8,1115
"1174",187718,"health","off_brand",4.3,15,23,54.7,2650
"1175",221688,"health","premium",3.8,22,22,29.4,3587
"1176",187810,"health","off_brand",4.1,2,35,45.3,3220
"1177",194710,"other","off_brand",4.6,223,21,62.6,2966
"1178",140620,"toys","premium",4.5,9,5,65.7,990
"1179",105670,"health","off_brand",3.8,3,27,67,1613
"1180",191737,"toys","off_brand",4.9,6,16,24.3,909
"1181",265335,"health","off_brand",4.9,10,19,28,2699
"1182",201482,"health","off_brand",4.2,19,22,82.8,2849
"1183",158583,"health","off_brand",2.8,1,22,36.8,3530
"1184",179443,"food","off_brand",4.1,8,NA,31,2279
"1185",127866,"health","premium",4.5,4,15,NA,1071
"1186",152543,"toys","off_brand",3.6,3,23,71.2,3014
"1187",154583,"toys","premium",4.2,8,34,108.7,2786
"1188",96794,"health","off_brand",3.7,9,18,48.6,1905
"1189",107109,"health","premium",4.4,7,18,50.3,947
"1190",142772,"health","off_brand",4.2,6,15,17.9,2308
"1191",130432,"health","premium",3.9,5,25,33.8,2260
"1192",69009,"toys","premium",3.4,12,23,20.8,1055
"1193",61316,"health","premium",4.1,7,25,34.8,1005
"1194",103980,"toys","off_brand",3.7,5,21,90.5,2587
"1195",150653,"food","premium",3.7,16,17,49.4,1069
"1196",123348,"toys","off_brand",4.5,10,23,55.9,811
"1197",104064,"food","off_brand",4,7,38,63.7,1231
"1198",238988,"health","off_brand",4.9,7,27,46.9,2524
"1199",167814,"toys","off_brand",4.3,8,33,41.7,3537
"1200",200219,"toys","premium",4.1,7,6,82,3650
"1201",187289,"health","premium",4.4,6,26,35.7,3230
"1202",163269,"toys","premium",4.2,3,26,72.8,3114
"1203",264520,"health","off_brand",4.6,10,15,21.9,3213
"1204",157179,"other","off_brand",4.9,2,26,49.5,1950
"1205",109670,"health","off_brand",4.2,12,20,12,1194
"1206",202265,"toys","premium",4.3,4,25,60.2,3077
"1207",113491,"toys","off_brand",4.2,7,18,83.1,1623
"1208",33553,"health","off_brand",4.3,2,29,14.3,962
"1209",133563,"health","premium",3.9,18,NA,29.9,971
"1210",142394,"health","off_brand",4.9,6,NA,70.6,944
"1211",72776,"other","off_brand",3.7,2,NA,42.3,1165
"1212",44001,"other","premium",3,2,NA,42,1358
"1213",223933,"food","off_brand",4.6,7,16,60.5,2303
"1214",252012,"food","off_brand",4.2,3,30,41.4,3863
"1215",144729,"other","premium",4.1,8,NA,20.2,2925
"1216",148684,"food","premium",4.1,13,21,36.4,1840
"1217",202507,"toys","premium",3.4,15,6,33.1,3449
"1218",120380,"toys","off_brand",4.4,3,15,46.9,1258
"1219",189390,"other","off_brand",4.5,10,25,45.3,2518
"1220",183081,"health","off_brand",4.7,17,8,57.4,876
"1221",103270,"other","off_brand",4.1,4,28,40.3,802
"1222",165396,"other","premium",4.6,14,9,67.4,1591
"1223",75627,"toys","off_brand",4.6,6,16,57,819
"1224",170943,"other","off_brand",4.6,2,23,32.3,1370
"1225",161297,"food","off_brand",4.1,4,14,26.7,1951
"1226",185810,"health","premium",4.3,15,16,22,2484
"1227",148862,"toys","off_brand",4.8,6,20,80.5,831
"1228",137601,"toys","off_brand",4.1,13,21,7.3,1743
"1229",169411,"health","premium",4.4,10,11,56.1,2859
"1230",146903,"other","premium",4.5,9,15,10,879
"1231",150074,"health","premium",4.9,7,4,34,1072
"1232",129727,"health","premium",4.6,8,32,90,1240
"1233",173959,"health","premium",4.8,13,32,11.3,2098
"1234",107976,"health","off_brand",4.2,7,36,42.9,1191
"1235",251114,"toys","premium",4.9,6,15,60.6,3394
"1236",135331,"toys","off_brand",3.5,3,33,37.6,2841
"1237",49431,"toys","premium",3.5,3,19,51.1,613
"1238",163891,"health","premium",4.3,10,25,29.1,2235
"1239",99505,"toys","premium",4.3,8,11,60,1194
"1240",220723,"food","premium",3.7,12,31,53.8,2673
"1241",284970,"health","off_brand",4.6,2,11,5,4289
"1242",159632,"toys","off_brand",4.4,3,8,63.8,2112
"1243",164141,"health","off_brand",4.8,17,19,36.5,901
"1244",219253,"food","off_brand",4.6,5,22,69.8,3035
"1245",119478,"health","off_brand",4.6,11,33,60.2,639
"1246",143296,"toys","off_brand",4.4,8,16,89.6,1664
"1247",181180,"toys","off_brand",4.8,2,25,38,2186
"1248",173742,"health","premium",4.5,16,21,65.2,2013
"1249",173235,"food","premium",4.7,2,9,52.2,1729
"1250",228580,"toys","off_brand",4.9,7,25,63,2322
"1251",106016,"toys",NA,3.5,5,19,76.8,2043
"1252",154401,"toys","premium",3.8,8,19,23.1,2386
"1253",47085,"health","off_brand",3.5,4,26,35.6,1016
"1254",184403,"toys","premium",4.3,1,17,69,2962
"1255",136134,"toys","premium",2.4,1,27,75.3,3203
"1256",154817,"health","premium",4,4,18,69.4,3391
"1257",64481,"toys","off_brand",3.7,2,24,58.4,1844
"1258",129705,"toys","off_brand",4.3,196,19,77,1402
"1259",108970,"toys","premium",4.1,8,13,72.9,1159
"1260",90703,"toys","off_brand",3.8,2,10,43.5,990
"1261",75279,"toys","premium",4.6,4,NA,55.6,998
"1262",263951,"health","off_brand",4.6,5,33,66.7,3597
"1263",98327,"toys","off_brand",3.3,13,21,40.4,1939
"1264",111175,"toys","off_brand",4.2,5,15,49.3,1942
"1265",142482,"toys","off_brand",4.5,9,NA,96.7,1750
"1266",189829,"toys","premium",4.4,3,19,35.4,2901
"1267",174484,"health","premium",4.6,9,11,NA,2129
"1268",12008,"toys","off_brand",3.4,1,20,38.5,1124
"1269",240062,"health","off_brand",4.6,7,22,65.5,3277
"1270",201258,"health","off_brand",4.7,15,29,45.7,1115
"1271",111159,"toys","premium",3.8,3,25,61.6,2218
"1272",159913,"other","off_brand",3,6,NA,43,2368
"1273",146426,"toys","off_brand",3.9,8,NA,43,2006
"1274",81141,"toys","off_brand",4.1,16,22,49.4,962
"1275",183571,"food","off_brand",4.1,6,34,49.9,2520
"1276",139202,"health","premium",4.2,3,20,27.3,2462
"1277",123284,"health","off_brand",4.4,3,32,59.4,984
"1278",119520,"food","off_brand",4.1,5,20,20.1,1430
"1279",57817,"toys","off_brand",3.6,10,10,46.3,893
"1280",170335,"other","premium",4.3,22,17,5,850
"1281",127958,"food","premium",3.9,21,21,79.6,678
"1282",116313,"health","premium",4.5,14,24,5.5,825
"1283",94298,"health","off_brand",4,4,19,13.4,1237
"1284",154164,"other","premium",4.4,6,24,30.3,1374
"1285",157874,"food","off_brand",4.1,8,7,22,1833
"1286",140304,"other","off_brand",3.6,15,13,45.6,2123
"1287",234533,"toys","off_brand",4.6,11,11,41.1,3091
"1288",107578,"other","premium",4.8,6,25,39.9,1029
"1289",188780,"health","off_brand",4,4,19,31,2897
"1290",129494,"health","off_brand",4.6,4,12,62.9,732
"1291",190592,"health","premium",4.4,6,19,25.7,3119
"1292",180257,"toys","premium",4.6,17,24,38.2,2325
"1293",67912,"toys","premium",4.2,1,16,62.2,997
"1294",165116,"health","off_brand",4.7,6,NA,52,984
"1295",97442,"toys","off_brand",4.5,13,18,57.5,816
"1296",136967,"toys","off_brand",4.9,3,19,59.1,880
"1297",81085,"health","premium",3.9,2,17,31.9,1015
"1298",110443,"other","premium",4.2,11,25,48,1081
"1299",149494,"health","premium",4.5,7,27,43.3,2457
"1300",195444,"health","off_brand",4.4,6,20,86.4,2965
"1301",176867,"health","premium",4.6,5,26,59.2,2677
"1302",92515,"other","off_brand",3,15,21,49.9,1189
"1303",210032,"other","premium",4.8,13,16,31.8,1133
"1304",76402,"health","premium",3.5,9,NA,39.2,1261
"1305",89760,"toys","premium",3.9,20,19,23.1,751
"1306",62725,"health","premium",4,5,23,9.5,798
"1307",78561,"other","premium",4.3,2,14,30.5,846
"1308",98869,"toys","premium",4.4,11,26,50.5,1201
"1309",230742,"health","off_brand",4.7,18,NA,46.3,2744
"1310",142169,"toys","off_brand",4.3,4,23,78.6,2317
"1311",190750,"toys","premium",4.4,4,NA,76.5,3378
"1312",95847,"health","premium",4.3,2,17,43.6,1067
"1313",156736,"health","premium",4.6,11,20,46.5,605
"1314",202892,"health",NA,4.7,15,NA,5,2036
"1315",131089,"toys","off_brand",4.1,9,26,38.8,829
"1316",103187,"toys","off_brand",4.3,7,22,79.1,1632
"1317",134860,"toys","off_brand",4,15,10,50.2,2055
"1318",152596,"food","off_brand",2.9,9,NA,58,2133
"1319",165033,"toys","off_brand",4.4,9,24,68.7,2397
"1320",197509,"food","premium",4.9,8,17,51.3,1213
"1321",199433,"toys","off_brand",4.4,6,24,80.3,3227
"1322",84931,"food","premium",2.9,14,34,28.7,955
"1323",119033,"other","off_brand",4.4,13,24,69.2,1299
"1324",220966,"toys","off_brand",4.5,2,19,51.4,3439
"1325",90151,"health","off_brand",3.7,3,21,68.7,1266
"1326",104521,"toys",NA,4.3,5,8,49.5,1806
"1327",115322,"health","off_brand",3.7,2,17,26.7,1869
"1328",157273,"toys","premium",3.9,2,NA,17.5,2380
"1329",199710,"health","off_brand",4,12,17,55.1,2637
"1330",124847,"health","off_brand",4.3,2,23,66.8,1299
"1331",182412,"health","off_brand",4,9,NA,36.6,2726
"1332",96338,"toys","off_brand",3.5,8,26,NA,1934
"1333",172272,"health","off_brand",4.8,9,21,26.4,2356
"1334",175766,"toys","premium",4.6,14,16,71.5,1134
"1335",214658,"toys","off_brand",4.2,19,21,65.4,2629
"1336",105056,"toys",NA,4.3,3,17,101.4,979
"1337",238564,"toys","off_brand",4.2,14,19,72.5,3369
"1338",128693,"health","premium",3.7,6,18,5,1016
"1339",143934,"toys","off_brand",4,7,17,66.5,2155
"1340",158492,"toys","premium",4.4,8,21,71.3,2451
"1341",97003,"health","off_brand",4.2,4,31,36.6,1643
"1342",169102,"toys","off_brand",4.8,12,6,53.3,1880
"1343",126603,"toys","off_brand",3.4,10,5,74.5,2140
"1344",120098,"health","off_brand",4.3,9,38,78,1282
"1345",112003,"toys",NA,4.1,12,19,66,1717
"1346",189658,"other","off_brand",4.5,17,16,42.6,1644
"1347",204865,"toys","off_brand",4.5,4,NA,69.1,2349
"1348",115326,"health","premium",3.2,21,NA,68,1058
"1349",121682,"health","off_brand",4.4,9,13,66.8,965
"1350",146841,"other","off_brand",4.4,5,28,18.6,1001
"1351",124614,"health","premium",4.4,2,1,34.8,950
"1352",60604,"toys","premium",3.3,8,26,31.4,749
"1353",160410,"other","off_brand",4.4,1,23,69,2704
"1354",112920,"toys","off_brand",4.3,18,22,48.8,772
"1355",104169,"toys","premium",3.9,2,22,106.7,1322
"1356",202189,"toys","off_brand",4.9,3,22,87.4,2954
"1357",154134,"food","off_brand",2.3,17,14,73.7,1626
"1358",112164,"health","premium",4,14,19,65.9,1188
"1359",207392,"other","off_brand",3.3,4,20,49.4,3385
"1360",143702,"toys","premium",4.7,15,16,20.3,1002
"1361",122250,"food","off_brand",3.6,12,16,71.7,738
"1362",264266,"food","off_brand",4.8,14,15,64,2340
"1363",181840,"food","off_brand",4.3,9,18,72.5,1704
"1364",159375,"other","off_brand",4.8,4,14,56.9,1767
"1365",211229,"food","off_brand",4.6,7,26,54.9,2139
"1366",76195,"toys","off_brand",3.9,1,22,52.4,1906
"1367",159873,"health","premium",4.8,4,29,16.3,896
"1368",179803,"toys","off_brand",4.6,2,NA,22.7,1988
"1369",102628,"health","premium",2.7,4,23,39,2002
"1370",180340,"toys","off_brand",4.7,18,15,44.6,1175
"1371",133965,"health","off_brand",4.4,10,15,NA,1108
"1372",203245,"health","off_brand",4.4,7,20,44.8,2675
"1373",156893,"other","off_brand",3.7,3,22,63,3732
"1374",112276,"toys","off_brand",3.3,4,17,56,2476
"1375",145920,"toys","off_brand",3.7,4,13,47.6,2916
"1376",157615,"other","premium",3.6,9,3,53.9,3403
"1377",131395,"health","premium",4.4,10,NA,27.9,988
"1378",130884,"food","premium",4.4,11,16,55.9,1012
"1379",69841,"toys","premium",3.6,9,10,48.5,832
"1380",157851,"toys",NA,3.4,13,19,28.7,2155
"1381",162189,"health","off_brand",3.5,9,22,62.6,2602
"1382",143424,"toys","off_brand",3.6,4,16,NA,3958
"1383",171948,"health","off_brand",4.1,14,42,27.8,3216
"1384",209073,"health","premium",4.3,22,4,55.1,2618
"1385",178394,"health","off_brand",3.9,7,5,5,2162
"1386",36916,"other","premium",4.2,7,17,46.2,487
"1387",170953,"health","premium",4.8,8,22,32.6,2019
"1388",143214,"health","premium",4.1,11,20,NA,1735
"1389",127156,"health","premium",4,14,23,34.1,1497
"1390",135172,"food","premium",4.5,12,26,30.4,1447
"1391",185323,"health","off_brand",4.1,4,28,60.3,2652
"1392",95843,"toys","off_brand",3.5,4,14,84.2,898
"1393",87859,"toys","premium",4.1,6,10,72.3,830
"1394",82084,"health","premium",3.6,2,5,47.8,1567
"1395",109469,"toys","premium",3.8,8,15,29.7,2439
"1396",122294,"food","off_brand",3.1,13,14,62.9,1050
"1397",153287,"toys","premium",4.6,11,9,88.4,930
"1398",89176,"toys","premium",4.4,1,24,77.9,901
"1399",221245,"toys","premium",4.5,9,20,46.1,3376
"1400",85026,"health","premium",4.1,2,21,20.5,959
"1401",82693,"health","off_brand",4.2,14,10,80.3,661
"1402",140809,"other","off_brand",3.7,5,1,30.3,1502
"1403",125105,"food","off_brand",4.6,10,27,91.3,854
"1404",106104,"other","premium",4.5,11,14,46.4,895
"1405",120446,"other","premium",4,10,26,23.1,2118
"1406",120288,"health",NA,4.4,13,22,34.6,932
"1407",118133,"food","off_brand",3.6,2,21,47.5,903
"1408",49482,"toys","off_brand",3.5,9,37,84.9,1146
"1409",104206,"toys","off_brand",4.7,5,24,37.3,961
"1410",153875,"health","premium",4.9,7,24,41.9,997
"1411",141802,"health","off_brand",3.8,4,28,40.5,2878
"1412",117864,"toys","off_brand",4.4,12,32,72.8,1637
"1413",171121,"toys","off_brand",4.2,13,20,43.3,1802
"1414",207101,"toys","off_brand",4.4,8,13,45.7,3074
"1415",132238,"health","off_brand",4.3,2,33,107.6,1928
"1416",108434,"toys",NA,4.3,6,23,36.5,1093
"1417",185706,"other","off_brand",4.8,6,21,81,2180
"1418",86495,"toys","off_brand",3.9,1,18,26.8,765
"1419",198133,"health","off_brand",4.7,10,17,51,2060
"1420",84336,"other","off_brand",3.9,17,20,72.8,780
"1421",281795,"health","off_brand",4.8,8,20,24.8,3022
"1422",91023,"health","off_brand",4.4,7,15,85.4,1069
"1423",206281,"health","off_brand",4.1,2,21,6.8,3409
"1424",164122,"toys","off_brand",4.8,5,13,88.9,1697
"1425",125410,"toys","off_brand",4.6,2,14,66.1,1043
"1426",150166,"health","premium",3.4,23,24,17.5,2043
"1427",157156,"toys","off_brand",3.3,10,14,53.5,3593
"1428",119285,"toys","premium",4.3,11,28,71.1,1483
"1429",132830,"other",NA,4.3,1,22,41.5,2324
"1430",123739,"toys","off_brand",4.4,6,22,69.5,1120
"1431",187089,"toys","premium",4.7,3,30,77,2912
"1432",112972,"toys",NA,3.9,10,NA,23.2,1149
"1433",175728,"toys","premium",3.2,7,12,38.5,2857
"1434",178661,"health","premium",4.6,21,9,45.2,956
"1435",192173,"health","off_brand",4.4,3,29,83.1,2049
"1436",138325,"health","premium",3.6,9,29,68.7,3167
"1437",215456,"other","off_brand",4.7,4,17,27,2805
"1438",126024,"toys","off_brand",4.4,10,18,64.5,981
"1439",91193,"food","premium",3.9,6,NA,74.7,648
"1440",218216,"other","off_brand",4.2,14,9,42.5,3208
"1441",132461,"health","off_brand",4.6,9,13,63.2,968
"1442",129691,"health","premium",4,1,24,20.1,2589
"1443",224933,"food","premium",4.8,16,17,34.6,1878
"1444",223728,"health","off_brand",4.7,9,NA,25.5,3061
"1445",241099,"toys","off_brand",4.7,1,32,68,4266
"1446",110226,"other","off_brand",3.9,4,18,61.5,1423
"1447",173889,"health",NA,2.6,17,22,NA,2727
"1448",72904,"health","premium",4.2,7,27,31.2,1340
"1449",122945,"health","premium",4.5,4,34,41.1,1198
"1450",218013,"health","premium",4.4,18,17,21,3305
"1451",116482,"food",NA,3.2,2,26,44.6,2001
"1452",151772,"food","off_brand",4.5,6,27,48.8,1680
"1453",193179,"health","premium",4.3,13,18,41.1,2367
"1454",233561,"health","off_brand",4.8,14,23,40,2490
"1455",232554,"health","premium",4.5,2,31,50.8,3574
"1456",138170,"toys","off_brand",4.1,24,18,19.7,1574
"1457",128984,"health","off_brand",3.4,7,26,94.2,2763
"1458",155135,"health","off_brand",4.1,5,19,33.3,2163
"1459",70002,"health","premium",4.2,2,16,42.4,611
"1460",174497,"health","off_brand",4.4,7,24,48.3,2106
"1461",127090,"other","premium",4.6,17,19,19.3,764
"1462",83329,"toys","off_brand",2.3,13,22,35,2135
"1463",111693,"toys","off_brand",2.8,4,37,18.6,2528
"1464",172143,"toys","off_brand",4.7,5,24,75.4,3090
"1465",132244,"health","off_brand",4.3,9,20,57.3,1944
"1466",179849,"health","off_brand",4.3,3,24,42.3,2770
"1467",169079,"toys","off_brand",4.2,11,22,57.9,2394
"1468",137674,"toys","off_brand",4.5,6,16,74.7,1436
"1469",130684,"health","premium",3.9,1,32,66.9,2447
"1470",93428,"health","off_brand",4.1,2,20,31.3,853
"1471",157156,"health",NA,4.4,16,25,22.3,2017
"1472",212851,"food","premium",4.3,10,13,27.2,2834
"1473",138738,"other","off_brand",4.1,11,27,51.3,1193
"1474",110158,"health","off_brand",4.5,10,22,71.6,1076
"1475",118440,"health","off_brand",4.6,8,NA,52.3,757
"1476",82764,"other","premium",3.8,4,14,14.1,994
"1477",82498,"health","premium",3.5,2,16,60.7,2033
"1478",197629,"health","off_brand",4.4,13,9,27.4,1391
"1479",50845,"health","off_brand",3.7,5,24,58.2,891
